관리코드,상품명,기준상품명,마켓카테고리,식품안전유형힌트,등급,규격,산지,포장,보관,norm_key
,[세트] 뉴질랜드 토시살 250g / 4팩,[세트] 뉴질랜드 토시살 250g,미분류,미분류,,250g|4팩,,팩,,세트뉴질랜드토시살250g
,[세트] 뉴질랜드 토시살 250g / 5팩,[세트] 뉴질랜드 토시살 250g,미분류,미분류,,250g|5팩,,팩,,세트뉴질랜드토시살250g
,[세트] 뉴질랜드 토시살 300g / 2팩,[세트] 뉴질랜드 토시살 300g,미분류,미분류,,300g|2팩,,팩,,세트뉴질랜드토시살300g
,[세트] 뉴질랜드 토시살 300g / 3팩,[세트] 뉴질랜드 토시살 300g,미분류,미분류,,300g|3팩,,팩,,세트뉴질랜드토시살300g
,[세트] 뉴질랜드 토시살 300g / 4팩,[세트] 뉴질랜드 토시살 300g,미분류,미분류,,300g|4팩,,팩,,세트뉴질랜드토시살300g
,[세트] 미국산 안심살구이 / 200g / 2팩,[세트] 미국산 안심살구이,미분류,미분류,,200g|2팩,미국산,팩,,세트미국산안심살구이
,[세트] 미국산 안심살구이 / 200g / 3팩,[세트] 미국산 안심살구이,미분류,미분류,,200g|3팩,미국산,팩,,세트미국산안심살구이
,[단품] 미국산 소갈비살 / 200g / 1팩,[단품] 미국산 소갈비살,미분류,미분류,,200g|1팩,미국산,팩,,단품미국산소갈비살
,[세트] 미국산 안심살구이 / 200g / 4팩,[세트] 미국산 안심살구이,미분류,미분류,,200g|4팩,미국산,팩,,세트미국산안심살구이
,생굴 / 1kg,생굴,미분류,미분류,,1kg,,,,생굴
,홍가리비 / 1kg / 17미내외,홍가리비,미분류,미분류,,1kg,,,,홍가리비
,세척사과 / 2kg / 중과 / 8과 내외,세척사과,과일,과일류,중,2kg|8과,,,,세척사과
,세척사과 / 4kg / 중과 / 19과 내외,세척사과,과일,과일류,중,4kg|19과,,,,세척사과
,특가 시나노골드 / 3kg(박스포함) / 쥬스용 / 혼합과,특가 시나노골드,미분류,과채가공품,특,3kg,,박스,,특가시나노골드
,특가 시나노골드 / 5kg(박스포함) / 쥬스용 / 혼합과,특가 시나노골드,미분류,과채가공품,특,5kg,,박스,,특가시나노골드
,특가 시나노골드 / 10kg(박스포함) / 쥬스용 / 혼합과,특가 시나노골드,미분류,과채가공품,특,10kg,,박스,,특가시나노골드
,[특가] 부사 / (박스포함) 10kg / 못난이 / 혼합 / 40-90과,[특가] 부사,미분류,미분류,특,10kg|90과,,박스,,특가부사
,[특가] 부사 / (박스포함) 10kg / 가정용 / 81-90과,[특가] 부사,미분류,미분류,특,10kg|90과,,박스,,특가부사
,[특가] 부사 / (박스포함) 10kg / 가정용 / 71-80과,[특가] 부사,미분류,미분류,특,10kg|80과,,박스,,특가부사
,[특가] 부사 / (박스포함) 10kg / 가정용 / 61-70과,[특가] 부사,미분류,미분류,특,10kg|70과,,박스,,특가부사
,[특가] 부사 / (박스포함) 10kg / 가정용 / 51-60과,[특가] 부사,미분류,미분류,특,10kg|60과,,박스,,특가부사
,[특가] 부사 / (박스포함) 10kg / 가정용 / 41-50과,[특가] 부사,미분류,미분류,특,10kg|50과,,박스,,특가부사
,[특가] 부사 / (박스포함) 10kg / 가정용 / 36-40과,[특가] 부사,미분류,미분류,특,10kg|40과,,박스,,특가부사
,[특가] 부사 / (박스포함) 10kg / 가정용 / 25-35과,[특가] 부사,미분류,미분류,특,10kg|35과,,박스,,특가부사
,흑방울토마토 / 500g,흑방울토마토,과일,과일류,,500g,,,,흑방울토마토
,흑방울토마토 / 1kg,흑방울토마토,과일,과일류,,1kg,,,,흑방울토마토
,흑방울토마토 / 1.5kg,흑방울토마토,과일,과일류,,1.5kg,,,,흑방울토마토
,흑방울토마토 / 2kg,흑방울토마토,과일,과일류,,2kg,,,,흑방울토마토
,[단품] 한우 1++ 투쁠 / 삼각살 / 200g / 1팩,[단품] 한우 1++ 투쁠,축산/계란,미분류,,200g|1팩,,팩,,단품한우1투쁠
,[세트] 한우 1++ 등급 / 갈비살 / 200g / 2팩,[세트] 한우 1++ 등급,축산/계란,미분류,,200g|2팩,,팩,,세트한우1등급
,[단품] 미국산 양념 돼지구이 / 400g / 1팩,[단품] 미국산 양념 돼지구이,축산/계란,미분류,,400g|1팩,미국산,팩,,단품미국산양념돼지구이
,[세트] 미국산 양념 돼지구이 / 400g / 4팩,[세트] 미국산 양념 돼지구이,축산/계란,미분류,,400g|4팩,미국산,팩,,세트미국산양념돼지구이
,[단품] 미국산 양념 안심살구이 / 300g / 1팩,[단품] 미국산 양념 안심살구이,미분류,미분류,,300g|1팩,미국산,팩,,단품미국산양념안심살구이
,[단품] 뉴질랜드산 양념 토시살 / 400g / 1팩,[단품] 뉴질랜드산 양념 토시살,미분류,미분류,,400g|1팩,,팩,,단품뉴질랜드산양념토시살
,[단품] 미국산 마늘폭탄 갈비살 / 400g / 1팩,[단품] 미국산 마늘폭탄 갈비살,채소,채소류,,400g|1팩,미국산,팩,,단품미국산마늘폭탄갈비살
,[세트] 뉴질랜드산 양념 토시살 / 400g / 2팩,[세트] 뉴질랜드산 양념 토시살,미분류,미분류,,400g|2팩,,팩,,세트뉴질랜드산양념토시살
,[세트] 뉴질랜드산 양념 토시살 / 400g / 3팩,[세트] 뉴질랜드산 양념 토시살,미분류,미분류,,400g|3팩,,팩,,세트뉴질랜드산양념토시살
,[세트] 뉴질랜드산 양념 토시살 / 400g / 4팩,[세트] 뉴질랜드산 양념 토시살,미분류,미분류,,400g|4팩,,팩,,세트뉴질랜드산양념토시살
,양파 / 2kg / 중소 혼합 / 100g 이하,양파,채소,채소류,중,2kg|100g,,,,양파
,양파 / 2kg / 상 / 100–150g,양파,채소,채소류,상,2kg|150g,,,,양파
,양파 / 2kg / 특 / 150–200g,양파,채소,채소류,특,2kg|200g,,,,양파
,양파 / 2kg / 왕특 / 200g 이상,양파,채소,채소류,특,2kg|200g,,,,양파
,양파 / 6kg / 중소 혼합 / 100g 이하,양파,채소,채소류,중,6kg|100g,,,,양파
,양파 / 6kg / 상 / 100–150g,양파,채소,채소류,상,6kg|150g,,,,양파
,양파 / 6kg / 특 / 150–200g,양파,채소,채소류,특,6kg|200g,,,,양파
,양파 / 6kg / 왕특 / 200g 이상,양파,채소,채소류,특,6kg|200g,,,,양파
,양파 / 9kg / 중소 혼합 / 100g 이하,양파,채소,채소류,중,9kg|100g,,,,양파
,양파 / 9kg / 상 / 100–150g,양파,채소,채소류,상,9kg|150g,,,,양파
,양파 / 9kg / 특 / 150–200g,양파,채소,채소류,특,9kg|200g,,,,양파
,양파 / 9kg / 왕특 / 200g 이상,양파,채소,채소류,특,9kg|200g,,,,양파
,양파 / 11kg / 중소 혼합 / 100g 이하,양파,채소,채소류,중,11kg|100g,,,,양파
,양파 / 11kg / 상 / 100–150g,양파,채소,채소류,상,11kg|150g,,,,양파
,양파 / 11kg / 특 / 150–200g,양파,채소,채소류,특,11kg|200g,,,,양파
,양파 / 11kg / 왕특 / 200g 이상,양파,채소,채소류,특,11kg|200g,,,,양파
,황금순무 / 3kg / 혼합,황금순무,채소,미분류,,3kg,,,,황금순무
,황금순무 / 6kg / 혼합,황금순무,채소,미분류,,6kg,,,,황금순무
,황금순무 / 9kg / 혼합,황금순무,채소,미분류,,9kg,,,,황금순무
,두백감자 / 2kg / 중 / 60~90g,두백감자,채소,채소류,중,2kg|90g,,,,두백감자
,두백감자 / 2kg / 대 / 90~130g,두백감자,채소,채소류,,2kg|130g,,,,두백감자
,두백감자 / 2kg / 왕특 / 130~210g,두백감자,채소,채소류,특,2kg|210g,,,,두백감자
,두백감자 / 2kg / 왕왕 / 210g이상,두백감자,채소,채소류,상,2kg,,,,두백감자
,두백감자 / 3kg / 중 / 60~90g,두백감자,채소,채소류,중,3kg|90g,,,,두백감자
,두백감자 / 3kg / 대 / 90~130g,두백감자,채소,채소류,,3kg|130g,,,,두백감자
,두백감자 / 3kg / 왕특 / 130~210g,두백감자,채소,채소류,특,3kg|210g,,,,두백감자
,두백감자 / 3kg / 왕왕 / 210g이상,두백감자,채소,채소류,상,3kg,,,,두백감자
,두백감자 / 5kg / 중 / 60~90g,두백감자,채소,채소류,중,5kg|90g,,,,두백감자
,두백감자 / 5kg / 대 / 90~130g,두백감자,채소,채소류,,5kg|130g,,,,두백감자
,두백감자 / 5kg / 왕특 / 130~210g,두백감자,채소,채소류,특,5kg|210g,,,,두백감자
,두백감자 / 5kg / 왕왕 / 210g이상,두백감자,채소,채소류,상,5kg,,,,두백감자
,두백감자 / 10kg / 중 / 60~90g,두백감자,채소,채소류,중,10kg|90g,,,,두백감자
,두백감자 / 10kg / 대 / 90~130g,두백감자,채소,채소류,,10kg|130g,,,,두백감자
,두백감자 / 10kg / 왕특 / 130~210g,두백감자,채소,채소류,특,10kg|210g,,,,두백감자
,두백감자 / 10kg / 왕왕 / 210g이상,두백감자,채소,채소류,상,10kg,,,,두백감자
,두백감자 / 20kg / 중 / 60~90g,두백감자,채소,채소류,중,20kg|90g,,,,두백감자
,두백감자 / 20kg / 대 / 90~130g,두백감자,채소,채소류,,20kg|130g,,,,두백감자
,두백감자 / 20kg / 왕특 / 130~210g,두백감자,채소,채소류,특,20kg|210g,,,,두백감자
,두백감자 / 20kg / 왕왕 / 210g이상,두백감자,채소,채소류,상,20kg,,,,두백감자
,피데기 원양산 / 소 / 5미 / 450g 내외,피데기 원양산,미분류,미분류,,450g,,,,피데기원양산
,피데기 원양산 / 중 / 5미 / 550g 내외,피데기 원양산,미분류,미분류,중,550g,,,,피데기원양산
,피데기 원양산 / 대 / 5미 / 650g 내외,피데기 원양산,미분류,미분류,,650g,,,,피데기원양산
,피데기 원양산 / 특대 / 5미 / 750g 내외,피데기 원양산,미분류,미분류,특,750g,,,,피데기원양산
,쫄쫄이오징어 200g 내외 (4-5미),쫄쫄이오징어 200g 내외 (4-5미),수산물/건어물,미분류,,200g,,,,쫄쫄이오징어200g내외45미
,쫄쫄이오징어 300g 내외 (6-10미),쫄쫄이오징어 300g 내외 (6-10미),수산물/건어물,미분류,,300g,,,,쫄쫄이오징어300g내외610미
,쫄쫄이오징어 400g 내외 (6-10미),쫄쫄이오징어 400g 내외 (6-10미),수산물/건어물,미분류,,400g,,,,쫄쫄이오징어400g내외610미
,쫄쫄이오징어 500g 내외 (6-10미),쫄쫄이오징어 500g 내외 (6-10미),수산물/건어물,미분류,,500g,,,,쫄쫄이오징어500g내외610미
,홍매향 / 1kg / 중과 / 100-150g,홍매향,미분류,미분류,중,1kg|150g,,,,홍매향
,홍매향 / 1kg / 대과 / 150-300g,홍매향,미분류,미분류,,1kg|300g,,,,홍매향
,홍매향 / 2kg / 중과 / 100-150g,홍매향,미분류,미분류,중,2kg|150g,,,,홍매향
,홍매향 / 2kg / 대과 / 150-300g,홍매향,미분류,미분류,,2kg|300g,,,,홍매향
,홍매향 / 3kg / 중과 / 100-150g,홍매향,미분류,미분류,중,3kg|150g,,,,홍매향
,홍매향 / 3kg / 대과 / 150-300g,홍매향,미분류,미분류,,3kg|300g,,,,홍매향
,홍매향 / 4kg / 중과 / 100-150g,홍매향,미분류,미분류,중,4kg|150g,,,,홍매향
,홍매향 / 4kg / 대과 / 150-300g,홍매향,미분류,미분류,,4kg|300g,,,,홍매향
,홍매향 / 5kg / 중과 / 100-150g,홍매향,미분류,미분류,중,5kg|150g,,,,홍매향
,홍매향 / 5kg / 대과 / 150-300g,홍매향,미분류,미분류,,5kg|300g,,,,홍매향
,한라봉 선물세트 / 중과 / 3kg(박스포함) / 10-13과,한라봉 선물세트,과일,미분류,중,3kg|13과,,봉,,한라봉선물세트
,한라봉 선물세트 / 대과 / 3kg(박스포함) / 6-9과,한라봉 선물세트,과일,미분류,,3kg|9과,,봉,,한라봉선물세트
,한라봉 선물세트 / 중과 / 5kg(박스포함) / 17-20과,한라봉 선물세트,과일,미분류,중,5kg|20과,,봉,,한라봉선물세트
,한라봉 선물세트 / 대과 / 5kg(박스포함) / 11-16과,한라봉 선물세트,과일,미분류,,5kg|16과,,봉,,한라봉선물세트
,레드향 선물세트 / 중과 / 3kg(박스포함) / 14-17과,레드향 선물세트,과일,미분류,중,3kg|17과,,박스,,레드향선물세트
,레드향 선물세트 / 대과 / 3kg(박스포함) / 8-13과,레드향 선물세트,과일,미분류,,3kg|13과,,박스,,레드향선물세트
,레드향 선물세트 / 중과 / 5kg(박스포함) / 19-25과,레드향 선물세트,과일,미분류,중,5kg|25과,,박스,,레드향선물세트
,레드향 선물세트 / 대과 / 5kg(박스포함) / 14-18과,레드향 선물세트,과일,미분류,,5kg|18과,,박스,,레드향선물세트
,천혜향 선물세트 / 중과 / 3kg(박스포함) / 14-17과,천혜향 선물세트,과일,미분류,중,3kg|17과,,박스,,천혜향선물세트
,천혜향 선물세트 / 대과 / 3kg(박스포함) / 8-13과,천혜향 선물세트,과일,미분류,,3kg|13과,,박스,,천혜향선물세트
,천혜향 선물세트 / 중과 / 5kg(박스포함) / 19-25과,천혜향 선물세트,과일,미분류,중,5kg|25과,,박스,,천혜향선물세트
,천혜향 선물세트 / 대과 / 5kg(박스포함) / 14-18과,천혜향 선물세트,과일,미분류,,5kg|18과,,박스,,천혜향선물세트
,한라봉 선물세트 /  중과 / 3kg(박스포함) / 10-13과 / 선물박스+부직포포장,한라봉 선물세트,과일,미분류,중,3kg|13과,,봉,,한라봉선물세트
,한라봉 선물세트 / 대과 / 3kg(박스포함) / 6-9과 / 선물박스+부직포포장,한라봉 선물세트,과일,미분류,,3kg|9과,,봉,,한라봉선물세트
,한라봉 선물세트 / 중과 / 5kg(박스포함) / 17-20과 / 선물박스+부직포포장,한라봉 선물세트,과일,미분류,중,5kg|20과,,봉,,한라봉선물세트
,한라봉 선물세트 / 대과 / 5kg(박스포함) / 11-16과 / 선물박스+부직포포장,한라봉 선물세트,과일,미분류,,5kg|16과,,봉,,한라봉선물세트
,레드향 선물세트 / 중과 / 3kg(박스포함) / 14-17과 / 선물박스+부직포포장,레드향 선물세트,과일,미분류,중,3kg|17과,,박스,,레드향선물세트
,레드향 선물세트 / 대과 / 3kg(박스포함) / 8-13과 / 선물박스+부직포포장,레드향 선물세트,과일,미분류,,3kg|13과,,박스,,레드향선물세트
,레드향 선물세트 / 중과 / 5kg(박스포함) / 19-25과 / 선물박스+부직포포장,레드향 선물세트,과일,미분류,중,5kg|25과,,박스,,레드향선물세트
,레드향 선물세트 / 대과 / 5kg(박스포함) / 14-18과 / 선물박스+부직포포장,레드향 선물세트,과일,미분류,,5kg|18과,,박스,,레드향선물세트
,천혜향 선물세트 / 중과 / 3kg (박스포함)/ 14-17과 / 선물박스+부직포포장,천혜향 선물세트,과일,미분류,중,3kg|17과,,박스,,천혜향선물세트
,천혜향 선물세트 / 대과 / 3kg(박스포함) / 8-13과 / 선물박스+부직포포장,천혜향 선물세트,과일,미분류,,3kg|13과,,박스,,천혜향선물세트
,천혜향 선물세트 / 중과 / 5kg(박스포함) / 19-25과 / 선물박스+부직포포장,천혜향 선물세트,과일,미분류,중,5kg|25과,,박스,,천혜향선물세트
,천혜향 선물세트 / 대과 / 5kg(박스포함) / 14-18과 / 선물박스+부직포포장,천혜향 선물세트,과일,미분류,,5kg|18과,,박스,,천혜향선물세트
,킹스베리 / 500g / 특 / 14개입 내외,킹스베리,미분류,미분류,특,500g,,,,킹스베리
,킹스베리 / 500g / 특특 / 11개입 내외,킹스베리,미분류,미분류,특,500g,,,,킹스베리
,킹스베리 / 500g / 왕 / 9개입 내외,킹스베리,미분류,미분류,,500g,,,,킹스베리
,논산 설향딸기 / 500g / 상 / 24개입,논산 설향딸기,과일,과일류,상,500g,,,,논산설향딸기
,논산 설향딸기 / 500g / 특 / 15 or 20개입,논산 설향딸기,과일,과일류,특,500g,,,,논산설향딸기
,논산 설향딸기 / 1kg / 상 / 48개입,논산 설향딸기,과일,과일류,상,1kg,,,,논산설향딸기
,논산 설향딸기 / 1kg / 특 / 30~40개입,논산 설향딸기,과일,과일류,특,1kg,,,,논산설향딸기
,논산 농협 설향딸기 / 특 / 400g / 12개입,논산 농협 설향딸기,과일,과일류,특,400g,,,,논산농협설향딸기
,논산 농협 설향딸기 / 특 / 800g / 30개입,논산 농협 설향딸기,과일,과일류,특,800g,,,,논산농협설향딸기
,손질 맷돌늙은호박채 / 1kg,손질 맷돌늙은호박채,미분류,신선편의식품,,1kg,,,,손질맷돌늙은호박채
,손질 맷돌늙은호박채 / 2kg,손질 맷돌늙은호박채,미분류,신선편의식품,,2kg,,,,손질맷돌늙은호박채
,손질 맷돌늙은호박채 / 3kg,손질 맷돌늙은호박채,미분류,신선편의식품,,3kg,,,,손질맷돌늙은호박채
,손질 맷돌늙은호박채 / 4kg,손질 맷돌늙은호박채,미분류,신선편의식품,,4kg,,,,손질맷돌늙은호박채
,손질 맷돌늙은호박채 / 5kg,손질 맷돌늙은호박채,미분류,신선편의식품,,5kg,,,,손질맷돌늙은호박채
,표고버섯 / 1kg / 혼합 A급,표고버섯,채소,채소류,A,1kg,,,,표고버섯
,표고버섯 / 1kg / 상품,표고버섯,채소,채소류,상,1kg,,,,표고버섯
,표고버섯 / 1kg / 특품,표고버섯,채소,채소류,특품,1kg,,,,표고버섯
,표고버섯 / 2kg / 혼합 A급,표고버섯,채소,채소류,A,2kg,,,,표고버섯
,표고버섯 / 2kg / 상품,표고버섯,채소,채소류,상,2kg,,,,표고버섯
,표고버섯 / 2kg / 특품,표고버섯,채소,채소류,특품,2kg,,,,표고버섯
,표고버섯 / 3kg / 혼합 A급,표고버섯,채소,채소류,A,3kg,,,,표고버섯
,표고버섯 / 3kg / 상품,표고버섯,채소,채소류,상,3kg,,,,표고버섯
,표고버섯 / 3kg / 특품,표고버섯,채소,채소류,특품,3kg,,,,표고버섯
,표고버섯 / 5kg / 혼합 A급,표고버섯,채소,채소류,A,5kg,,,,표고버섯
,표고버섯 / 5kg / 상품,표고버섯,채소,채소류,상,5kg,,,,표고버섯
,표고버섯 / 5kg / 특품,표고버섯,채소,채소류,특품,5kg,,,,표고버섯
,홍가리비 / 3kg / 50미내외,홍가리비,미분류,미분류,,3kg,,,,홍가리비
,새꼬막 / 3kg / 270미내외,새꼬막,수산물/건어물,미분류,,3kg,,,,새꼬막
,설향딸기 / 700g / 24-32과,설향딸기,과일,과일류,,700g|32과,,,,설향딸기
,설향딸기 / 700g / 35-40과,설향딸기,과일,과일류,,700g|40과,,,,설향딸기
,홍희딸기 / 700g / 35-40과,홍희딸기,과일,과일류,,700g|40과,,,,홍희딸기
,홍희딸기 / 700g / 24-32과,홍희딸기,과일,과일류,,700g|32과,,,,홍희딸기
,노지 샤인머스켓 1kg 2수,노지 샤인머스켓 1kg 2수,과일,미분류,,1kg,,,,노지샤인머스켓1kg2수
,노지 샤인머스켓 2kg 5-6수,노지 샤인머스켓 2kg 5-6수,과일,미분류,,2kg,,,,노지샤인머스켓2kg56수
,노지 샤인머스켓 2kg 4수,노지 샤인머스켓 2kg 4수,과일,미분류,,2kg,,,,노지샤인머스켓2kg4수
,노지 샤인머스켓 2kg 3수,노지 샤인머스켓 2kg 3수,과일,미분류,,2kg,,,,노지샤인머스켓2kg3수
,빨간사과 1kg / 꼬마소과 / 12과내외,빨간사과 1kg,과일,과일류,,1kg,,,,빨간사과1kg
,빨간사과 1kg 소과 7과내외,빨간사과 1kg 소과 7과내외,과일,과일류,,1kg,,,,빨간사과1kg소과7과내외
,빨간사과 1kg 중소과 6과내외,빨간사과 1kg 중소과 6과내외,과일,과일류,중,1kg,,,,빨간사과1kg중소과6과내외
,빨간사과 1kg 중과 5과내외,빨간사과 1kg 중과 5과내외,과일,과일류,중,1kg,,,,빨간사과1kg중과5과내외
,빨간사과 1kg 중대과 4과내외,빨간사과 1kg 중대과 4과내외,과일,과일류,중,1kg,,,,빨간사과1kg중대과4과내외
,빨간사과 2kg / 꼬마소과 / 24과내외,빨간사과 2kg,과일,과일류,,2kg,,,,빨간사과2kg
,빨간사과 2kg 소과 14-15과내외,빨간사과 2kg 소과 14-15과내외,과일,과일류,,2kg,,,,빨간사과2kg소과1415과내외
,빨간사과 2kg 중소과 12-13과내외,빨간사과 2kg 중소과 12-13과내외,과일,과일류,중,2kg,,,,빨간사과2kg중소과1213과내외
,빨간사과 2kg 중과 10-11과내외,빨간사과 2kg 중과 10-11과내외,과일,과일류,중,2kg,,,,빨간사과2kg중과1011과내외
,빨간사과 2kg 중대과 8-9과내외,빨간사과 2kg 중대과 8-9과내외,과일,과일류,중,2kg,,,,빨간사과2kg중대과89과내외
,빨간사과 2kg 대과 6-7과내외,빨간사과 2kg 대과 6-7과내외,과일,과일류,,2kg,,,,빨간사과2kg대과67과내외
,빨간사과 3kg / 꼬마소과 / 33과내외,빨간사과 3kg,과일,과일류,,3kg,,,,빨간사과3kg
,빨간사과 3kg 소과 21-23과내외,빨간사과 3kg 소과 21-23과내외,과일,과일류,,3kg,,,,빨간사과3kg소과2123과내외
,빨간사과 3kg 중소과 18-20과내외,빨간사과 3kg 중소과 18-20과내외,과일,과일류,중,3kg,,,,빨간사과3kg중소과1820과내외
,빨간사과 3kg 중과 15-17과내외,빨간사과 3kg 중과 15-17과내외,과일,과일류,중,3kg,,,,빨간사과3kg중과1517과내외
,빨간사과 3kg 중대과 12-14과내외,빨간사과 3kg 중대과 12-14과내외,과일,과일류,중,3kg,,,,빨간사과3kg중대과1214과내외
,빨간사과 3kg 대과 9-11과내외,빨간사과 3kg 대과 9-11과내외,과일,과일류,,3kg,,,,빨간사과3kg대과911과내외
,빨간사과 4kg / 꼬마소과 / 50과내외,빨간사과 4kg,과일,과일류,,4kg,,,,빨간사과4kg
,빨간사과 4kg 소과 28-30과내외,빨간사과 4kg 소과 28-30과내외,과일,과일류,,4kg,,,,빨간사과4kg소과2830과내외
,빨간사과 4kg 중소과 24-27과내외,빨간사과 4kg 중소과 24-27과내외,과일,과일류,중,4kg,,,,빨간사과4kg중소과2427과내외
,빨간사과 4kg 중과 20-23과내외,빨간사과 4kg 중과 20-23과내외,과일,과일류,중,4kg,,,,빨간사과4kg중과2023과내외
,빨간사과 4kg 중대과 16-19과내외,빨간사과 4kg 중대과 16-19과내외,과일,과일류,중,4kg,,,,빨간사과4kg중대과1619과내외
,빨간사과 4kg 대과 12-15과내외,빨간사과 4kg 대과 12-15과내외,과일,과일류,,4kg,,,,빨간사과4kg대과1215과내외
,빨간사과 5kg / 꼬마소과 / 60과내외,빨간사과 5kg,과일,과일류,,5kg,,,,빨간사과5kg
,빨간사과 5kg 소과 35-40과내외,빨간사과 5kg 소과 35-40과내외,과일,과일류,,5kg,,,,빨간사과5kg소과3540과내외
,빨간사과 5kg 중소과 30-34과내외,빨간사과 5kg 중소과 30-34과내외,과일,과일류,중,5kg,,,,빨간사과5kg중소과3034과내외
,빨간사과 5kg 중과 25-29과내외,빨간사과 5kg 중과 25-29과내외,과일,과일류,중,5kg,,,,빨간사과5kg중과2529과내외
,빨간사과 5kg 중대과 20-24과내외,빨간사과 5kg 중대과 20-24과내외,과일,과일류,중,5kg,,,,빨간사과5kg중대과2024과내외
,빨간사과 5kg 대과 15-19과내외,빨간사과 5kg 대과 15-19과내외,과일,과일류,,5kg,,,,빨간사과5kg대과1519과내외
,사과 2kg 쥬스용 혼합과,사과 2kg 쥬스용 혼합과,과일,과채가공품,,2kg,,,,사과2kg쥬스용혼합과
,사과 3kg 쥬스용 혼합과,사과 3kg 쥬스용 혼합과,과일,과채가공품,,3kg,,,,사과3kg쥬스용혼합과
,사과 4kg 쥬스용 혼합과,사과 4kg 쥬스용 혼합과,과일,과채가공품,,4kg,,,,사과4kg쥬스용혼합과
,사과 5kg 쥬스용 혼합과,사과 5kg 쥬스용 혼합과,과일,과채가공품,,5kg,,,,사과5kg쥬스용혼합과
,사과 6kg 쥬스용 혼합과,사과 6kg 쥬스용 혼합과,과일,과채가공품,,6kg,,,,사과6kg쥬스용혼합과
,사과 7kg 쥬스용 혼합과,사과 7kg 쥬스용 혼합과,과일,과채가공품,,7kg,,,,사과7kg쥬스용혼합과
,사과 8kg 쥬스용 혼합과,사과 8kg 쥬스용 혼합과,과일,과채가공품,,8kg,,,,사과8kg쥬스용혼합과
,가정용 25년 배 3kg 소과 / 10-15과,가정용 25년 배 3kg 소과,과일,과일류,가정용,3kg|15과,,,,가정용25년배3kg소과
,가정용 25년 배 3kg 중소과 / 7-9과 내외,가정용 25년 배 3kg 중소과,과일,과일류,가정용,3kg|9과,,,,가정용25년배3kg중소과
,가정용 25년 배 3kg / 중대과 / 4-6과,가정용 25년 배 3kg,과일,과일류,가정용,3kg|6과,,,,가정용25년배3kg
,가정용 25년 배 5kg / 소과 / 16-25과,가정용 25년 배 5kg,과일,과일류,가정용,5kg|25과,,,,가정용25년배5kg
,가정용 25년 배 5kg / 중소과 / 11-14과 내외,가정용 25년 배 5kg,과일,과일류,가정용,5kg|14과,,,,가정용25년배5kg
,가정용 25년 배 5kg / 중대과 / 6-10과,가정용 25년 배 5kg,과일,과일류,가정용,5kg|10과,,,,가정용25년배5kg
,부사 1kg / 혼합과 / 8과내외,부사 1kg,미분류,미분류,,1kg,,,,부사1kg
,부사 2kg / 소과 / 15과 내외,부사 2kg,미분류,미분류,,2kg|15과,,,,부사2kg
,부사 2kg / 중소과/ 13과 내외,부사 2kg,미분류,미분류,중,2kg|13과,,,,부사2kg
,부사 2kg / 중과 / 11과 내외,부사 2kg,미분류,미분류,중,2kg|11과,,,,부사2kg
,부사 2kg / 중대과 / 9과 내외,부사 2kg,미분류,미분류,중,2kg|9과,,,,부사2kg
,부사 2kg / 대과 / 7과 내외,부사 2kg,미분류,미분류,,2kg|7과,,,,부사2kg
,부사 3kg / 소과 / 23과 내외,부사 3kg,미분류,미분류,,3kg|23과,,,,부사3kg
,부사 3kg / 중소과 / 21과 내외,부사 3kg,미분류,미분류,중,3kg|21과,,,,부사3kg
,부사 3kg / 중과 / 17과 내외,부사 3kg,미분류,미분류,중,3kg|17과,,,,부사3kg
,부사 3kg / 중대과 / 14과 내외,부사 3kg,미분류,미분류,중,3kg|14과,,,,부사3kg
,부사 3kg / 대과 / 12과 내외,부사 3kg,미분류,미분류,,3kg|12과,,,,부사3kg
,부사 4kg / 소과 / 30과 내외,부사 4kg,미분류,미분류,,4kg|30과,,,,부사4kg
,부사 4kg / 중소과 / 27과 내외,부사 4kg,미분류,미분류,중,4kg|27과,,,,부사4kg
,부사 4kg / 중과 / 23과 내외,부사 4kg,미분류,미분류,중,4kg|23과,,,,부사4kg
,부사 4kg / 중대과 / 19과 내외,부사 4kg,미분류,미분류,중,4kg|19과,,,,부사4kg
,부사 4kg / 대과 / 15과 내외,부사 4kg,미분류,미분류,,4kg|15과,,,,부사4kg
,부사 5kg / 소과 / 40과 내외,부사 5kg,미분류,미분류,,5kg|40과,,,,부사5kg
,부사 5kg / 중소과 / 34과 내외,부사 5kg,미분류,미분류,중,5kg|34과,,,,부사5kg
,부사 5kg / 중과 / 30과 내외,부사 5kg,미분류,미분류,중,5kg|30과,,,,부사5kg
,부사 5kg / 중대과 / 24과 내외,부사 5kg,미분류,미분류,중,5kg|24과,,,,부사5kg
,부사 5kg / 대과 / 20과 내외,부사 5kg,미분류,미분류,,5kg|20과,,,,부사5kg
,부사 7kg / 소과 / 52과내외,부사 7kg,미분류,미분류,,7kg,,,,부사7kg
,부사 7kg / 중소과 / 45과내외,부사 7kg,미분류,미분류,중,7kg,,,,부사7kg
,부사 7kg / 중과 / 40과내외,부사 7kg,미분류,미분류,중,7kg,,,,부사7kg
,부사 7kg / 중대과 / 35과내외,부사 7kg,미분류,미분류,중,7kg,,,,부사7kg
,부사 7kg / 대과 / 32과내외,부사 7kg,미분류,미분류,,7kg,,,,부사7kg
